,Business Acumen,Interpersonal Sensitivity,Problem Solving and Decision Making,Comm Skills,Corporate Steward,Relevant Professional Understanding,Proficiency in the use of System and Tools,Data Management,People Devt,Strategic Management,Employee ID
447,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXCEEDING,EXCEEDING,Employee 201
149,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXCEEDING,EXCEEDING,Employee 371
448,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXCEEDING,EXCEEDING,Employee 371
449,EXHIBITING,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,EXHIBITING,EXCEEDING,EXCEEDING,Employee 196
450,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXCEEDING,EXCEEDING,Employee 189
451,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXCEEDING,EXCEEDING,Employee 325
452,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXCEEDING,EXCEEDING,EXHIBITING,EXCEEDING,EXCEEDING,Employee 163
453,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,EXCEEDING,EXCEEDING,Employee 181
454,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,EXHIBITING,EXCEEDING,EXCEEDING,Employee 177
455,EXHIBITING,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,EXCEEDING,EXCEEDING,Employee 164
456,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,EXHIBITING,Employee 257
457,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXCEEDING,EXCEEDING,Employee 106
458,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,Employee 547
459,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXCEEDING,EXHIBITING,EXCEEDING,EXCEEDING,EXHIBITING,Employee 572
460,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXCEEDING,EXCEEDING,Employee 523
461,EXHIBITING,EXHIBITING,EXHIBITING,EXCEEDING,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,EXCEEDING,EXHIBITING,Employee 616
462,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXCEEDING,EXHIBITING,Employee 586
463,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,EXHIBITING,EXCEEDING,EXHIBITING,EXHIBITING,EXHIBITING,Employee 554
464,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,EXHIBITING,Employee 655
465,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,EXCEEDING,EXHIBITING,Employee 578
466,EXCEEDING,EXCEEDING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,Employee 592
467,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,Employee 494
468,EXHIBITING,EXCEEDING,EXHIBITING,EXCEEDING,EXHIBITING,EXCEEDING,EXCEEDING,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,Employee 527
469,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXCEEDING,EXHIBITING,Employee 649
470,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXCEEDING,EXHIBITING,Employee 600
471,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,Employee 668
472,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,Employee 575
473,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,Employee 608
474,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,Employee 533
475,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,Employee 621
476,EXHIBITING,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,Employee 542
477,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,Employee 604
478,EXHIBITING,EXHIBITING,EXCEEDING,EXCEEDING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXCEEDING,EXCEEDING,Employee 605
479,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXCEEDING,EXHIBITING,Employee 475
480,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,Employee 486
481,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXCEEDING,EXHIBITING,Employee 591
482,EXCEEDING,EXHIBITING,EXCEEDING,EXCEEDING,EXCEEDING,EXHIBITING,EXCEEDING,EXHIBITING,EXCEEDING,EXCEEDING,Employee 666
483,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXCEEDING,EXHIBITING,Employee 574
484,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,Employee 646
485,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,Employee 661
486,EXHIBITING,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,EXHIBITING,EXHIBITING,Employee 637
487,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,EXHIBITING,Employee 518
488,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,EXHIBITING,BELOW_EXPECTATIONS,Employee 506
489,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXCEEDING,EXCEEDING,Employee 620
490,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,Employee 496
491,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXCEEDING,EXHIBITING,Employee 509
492,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXCEEDING,EXHIBITING,EXCEEDING,EXHIBITING,Employee 545
493,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,Employee 503
494,EXCEEDING,EXHIBITING,EXCEEDING,EXHIBITING,EXHIBITING,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,EXHIBITING,Employee 493
495,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXCEEDING,EXHIBITING,EXCEEDING,EXHIBITING,Employee 583
496,BELOW_EXPECTATIONS,EXCEEDING,EXHIBITING,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,Employee 492
497,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,EXCEEDING,EXCEEDING,Employee 647
498,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXCEEDING,EXCEEDING,Employee 566
499,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,EXHIBITING,EXCEEDING,EXCEEDING,Employee 526
500,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,Employee 483
501,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXCEEDING,EXCEEDING,Employee 587
502,EXHIBITING,EXHIBITING,EXCEEDING,EXHIBITING,EXHIBITING,EXHIBITING,EXCEEDING,EXHIBITING,EXHIBITING,EXHIBITING,Employee 588
503,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXCEEDING,EXCEEDING,Employee 548
504,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,Employee 539
505,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,EXCEEDING,EXHIBITING,Employee 670
506,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,Employee 593
507,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,EXHIBITING,Employee 522
508,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXCEEDING,EXCEEDING,Employee 517
509,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,EXHIBITING,Employee 624
510,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXCEEDING,EXHIBITING,EXHIBITING,EXCEEDING,EXCEEDING,Employee 560
511,NO RATING,NO RATING,NO RATING,NO RATING,NO RATING,NO RATING,NO RATING,NO RATING,NO RATING,NO RATING,Employee 642
512,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,EXHIBITING,BELOW_EXPECTATIONS,Employee 625
513,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,EXCEEDING,EXHIBITING,Employee 570
514,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,EXHIBITING,Employee 627
515,EXCEEDING,EXCEEDING,EXHIBITING,EXCEEDING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXCEEDING,EXCEEDING,Employee 481
516,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,EXHIBITING,EXCEEDING,EXCEEDING,EXCEEDING,EXHIBITING,Employee 530
517,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,Employee 555
518,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,Employee 632
519,EXCEEDING,EXCEEDING,EXHIBITING,EXCEEDING,EXHIBITING,EXHIBITING,EXCEEDING,EXHIBITING,EXCEEDING,EXCEEDING,Employee 476
520,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,Employee 663
521,EXHIBITING,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,EXHIBITING,EXCEEDING,EXHIBITING,EXCEEDING,EXHIBITING,Employee 662
522,EXHIBITING,EXHIBITING,EXHIBITING,EXCEEDING,EXHIBITING,EXHIBITING,EXCEEDING,EXHIBITING,EXCEEDING,EXHIBITING,Employee 619
523,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,Employee 528
524,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,Employee 513
525,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,Employee 504
526,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXCEEDING,EXCEEDING,Employee 553
527,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,EXCEEDING,EXHIBITING,Employee 631
528,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXCEEDING,EXCEEDING,Employee 569
529,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXCEEDING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,Employee 500
530,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,EXHIBITING,Employee 585
531,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,EXHIBITING,EXHIBITING,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,Employee 525
532,EXHIBITING,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXCEEDING,EXHIBITING,EXHIBITING,EXCEEDING,EXHIBITING,Employee 508
533,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXCEEDING,EXHIBITING,Employee 532
534,EXCEEDING,EXHIBITING,EXCEEDING,EXHIBITING,EXHIBITING,EXCEEDING,EXCEEDING,EXCEEDING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,Employee 577
535,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,Employee 499
536,EXCEEDING,EXHIBITING,EXCEEDING,EXCEEDING,EXHIBITING,EXCEEDING,EXCEEDING,EXCEEDING,EXHIBITING,EXHIBITING,Employee 597
537,EXHIBITING,EXCEEDING,EXCEEDING,EXHIBITING,EXHIBITING,EXCEEDING,EXHIBITING,EXCEEDING,EXCEEDING,EXHIBITING,Employee 628
538,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,EXHIBITING,Employee 667
539,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,Employee 573
540,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXCEEDING,EXHIBITING,Employee 478
541,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,EXHIBITING,EXCEEDING,EXCEEDING,Employee 556
542,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,Employee 549
543,EXHIBITING,EXCEEDING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXCEEDING,EXCEEDING,Employee 635
544,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,Employee 502
545,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXCEEDING,EXHIBITING,Employee 546
546,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,Employee 623
547,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXCEEDING,EXHIBITING,Employee 579
548,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,EXCEEDING,EXCEEDING,Employee 645
549,EXHIBITING,EXCEEDING,EXCEEDING,EXCEEDING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,Employee 672
550,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXCEEDING,EXHIBITING,Employee 594
551,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,EXCEEDING,EXHIBITING,Employee 653
552,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,Employee 511
553,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,Employee 671
554,EXCEEDING,EXCEEDING,EXCEEDING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXCEEDING,EXCEEDING,Employee 607
555,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,EXCEEDING,EXCEEDING,Employee 534
556,EXHIBITING,EXCEEDING,EXCEEDING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXCEEDING,EXCEEDING,Employee 563
557,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXCEEDING,EXCEEDING,Employee 564
558,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,EXCEEDING,EXHIBITING,EXHIBITING,Employee 516
559,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXCEEDING,EXCEEDING,Employee 634
560,EXHIBITING,EXHIBITING,EXHIBITING,EXCEEDING,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,Employee 618
561,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,Employee 611
562,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,Employee 603
563,NO RATING,NO RATING,NO RATING,NO RATING,NO RATING,NO RATING,NO RATING,NO RATING,NO RATING,NO RATING,Employee 571
564,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,Employee 521
565,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXCEEDING,EXCEEDING,Employee 559
566,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,Employee 665
567,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,EXHIBITING,EXCEEDING,EXCEEDING,Employee 654
568,EXHIBITING,BELOW_EXPECTATIONS,BELOW_EXPECTATIONS,EXHIBITING,EXHIBITING,BELOW_EXPECTATIONS,EXHIBITING,BELOW_EXPECTATIONS,EXCEEDING,EXCEEDING,Employee 557
569,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXHIBITING,EXCEEDING,EXHIBITING,Employee 617
